Coords, Spline 1, Spline 2, Spline 3, Spline 4, Spline 5, Spline 6, Spline 7, Spline 8, Spline 9, Spline 10, Spline 11, Spline 12, Spline 13, Spline 14, Spline 15, Spline 16, Spline 17, Spline 18
8.070175e-01, 0, 0, 0, 0, 0, 0, 1.478917e-01, 7.480763e-01, 1.040320e-01, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
8.120301e-01, 0, 0, 0, 0, 0, 0, 1.268868e-01, 7.499859e-01, 1.231274e-01, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
8.170426e-01, 0, 0, 0, 0, 0, 0, 1.074899e-01, 7.486793e-01, 1.438308e-01, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
8.220551e-01, 0, 0, 0, 0, 0, 0, 8.970107e-02, 7.441568e-01, 1.661422e-01, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
8.270677e-01, 0, 0, 0, 0, 0, 0, 7.352027e-02, 7.364181e-01, 1.900616e-01, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
8.320802e-01, 0, 0, 0, 0, 0, 0, 5.894749e-02, 7.254634e-01, 2.155891e-01, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
8.370927e-01, 0, 0, 0, 0, 0, 0, 4.598275e-02, 7.112926e-01, 2.427246e-01, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
8.421053e-01, 0, 0, 0, 0, 0, 0, 3.462604e-02, 6.939058e-01, 2.714681e-01, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
8.471178e-01, 0, 0, 0, 0, 0, 0, 2.487736e-02, 6.733029e-01, 3.018197e-01, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
8.521303e-01, 0, 0, 0, 0, 0, 0, 1.673670e-02, 6.494840e-01, 3.337793e-01, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
8.571429e-01, 0, 0, 0, 0, 0, 0, 1.020408e-02, 6.224490e-01, 3.673469e-01, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
8.621554e-01, 0, 0, 0, 0, 0, 0, 5.279489e-03, 5.921979e-01, 4.025226e-01, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
8.671679e-01, 0, 0, 0, 0, 0, 0, 1.962927e-03, 5.587308e-01, 4.393063e-01, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
8.721805e-01, 0, 0, 0, 0, 0, 0, 2.543954e-04, 5.220476e-01, 4.776980e-01, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
8.771930e-01, 0, 0, 0, 0, 0, 0, 0, 4.826100e-01, 5.172361e-01, 1.538935e-04, 0, 0, 0, 0, 0, 0, 0, 0, 
8.822055e-01, 0, 0, 0, 0, 0, 0, 0, 4.440173e-01, 5.543213e-01, 1.661422e-03, 0, 0, 0, 0, 0, 0, 0, 0, 
8.872180e-01, 0, 0, 0, 0, 0, 0, 0, 4.070326e-01, 5.881904e-01, 4.776980e-03, 0, 0, 0, 0, 0, 0, 0, 0, 
8.922306e-01, 0, 0, 0, 0, 0, 0, 0, 3.716560e-01, 6.188435e-01, 9.500568e-03, 0, 0, 0, 0, 0, 0, 0, 0, 
8.972431e-01, 0, 0, 0, 0, 0, 0, 0, 3.378873e-01, 6.462805e-01, 1.583219e-02, 0, 0, 0, 0, 0, 0, 0, 0, 
9.022556e-01, 0, 0, 0, 0, 0, 0, 0, 3.057267e-01, 6.705014e-01, 2.377184e-02, 0, 0, 0, 0, 0, 0, 0, 0, 
9.072682e-01, 0, 0, 0, 0, 0, 0, 0, 2.751742e-01, 6.915063e-01, 3.331951e-02, 0, 0, 0, 0, 0, 0, 0, 0, 
9.122807e-01, 0, 0, 0, 0, 0, 0, 0, 2.462296e-01, 7.092952e-01, 4.447522e-02, 0, 0, 0, 0, 0, 0, 0, 0, 
9.172932e-01, 0, 0, 0, 0, 0, 0, 0, 2.188931e-01, 7.238679e-01, 5.723896e-02, 0, 0, 0, 0, 0, 0, 0, 0, 
9.223058e-01, 0, 0, 0, 0, 0, 0, 0, 1.931646e-01, 7.352247e-01, 7.161073e-02, 0, 0, 0, 0, 0, 0, 0, 0, 
9.273183e-01, 0, 0, 0, 0, 0, 0, 0, 1.690442e-01, 7.433653e-01, 8.759053e-02, 0, 0, 0, 0, 0, 0, 0, 0, 
9.323308e-01, 0, 0, 0, 0, 0, 0, 0, 1.465317e-01, 7.482899e-01, 1.051784e-01, 0, 0, 0, 0, 0, 0, 0, 0, 
9.373434e-01, 0, 0, 0, 0, 0, 0, 0, 1.256274e-01, 7.499984e-01, 1.243742e-01, 0, 0, 0, 0, 0, 0, 0, 0, 
9.423559e-01, 0, 0, 0, 0, 0, 0, 0, 1.063310e-01, 7.484909e-01, 1.451781e-01, 0, 0, 0, 0, 0, 0, 0, 0, 
9.473684e-01, 0, 0, 0, 0, 0, 0, 0, 8.864266e-02, 7.437673e-01, 1.675900e-01, 0, 0, 0, 0, 0, 0, 0, 0, 
9.523810e-01, 0, 0, 0, 0, 0, 0, 0, 7.256236e-02, 7.358277e-01, 1.916100e-01, 0, 0, 0, 0, 0, 0, 0, 0, 
9.573935e-01, 0, 0, 0, 0, 0, 0, 0, 5.809009e-02, 7.246720e-01, 2.172380e-01, 0, 0, 0, 0, 0, 0, 0, 0, 
9.624060e-01, 0, 0, 0, 0, 0, 0, 0, 4.522585e-02, 7.103002e-01, 2.444740e-01, 0, 0, 0, 0, 0, 0, 0, 0, 
9.674185e-01, 0, 0, 0, 0, 0, 0, 0, 3.396964e-02, 6.927124e-01, 2.733180e-01, 0, 0, 0, 0, 0, 0, 0, 0, 
9.724311e-01, 0, 0, 0, 0, 0, 0, 0, 2.432146e-02, 6.719085e-01, 3.037701e-01, 0, 0, 0, 0, 0, 0, 0, 0, 
9.774436e-01, 0, 0, 0, 0, 0, 0, 0, 1.628130e-02, 6.478885e-01, 3.358302e-01, 0, 0, 0, 0, 0, 0, 0, 0, 
9.824561e-01, 0, 0, 0, 0, 0, 0, 0, 9.849184e-03, 6.206525e-01, 3.694983e-01, 0, 0, 0, 0, 0, 0, 0, 0, 
9.874687e-01, 0, 0, 0, 0, 0, 0, 0, 5.025094e-03, 5.902004e-01, 4.047745e-01, 0, 0, 0, 0, 0, 0, 0, 0, 
9.924812e-01, 0, 0, 0, 0, 0, 0, 0, 1.809034e-03, 5.565323e-01, 4.416587e-01, 0, 0, 0, 0, 0, 0, 0, 0, 
9.974937e-01, 0, 0, 0, 0, 0, 0, 0, 2.010038e-04, 5.196481e-01, 4.801509e-01, 0, 0, 0, 0, 0, 0, 0, 0, 
1.002506e+00, 0, 0, 0, 0, 0, 0, 0, 0, 4.801509e-01, 5.196481e-01, 2.010038e-04, 0, 0, 0, 0, 0, 0, 0, 
1.007519e+00, 0, 0, 0, 0, 0, 0, 0, 0, 4.416587e-01, 5.565323e-01, 1.809034e-03, 0, 0, 0, 0, 0, 0, 0, 
1.012531e+00, 0, 0, 0, 0, 0, 0, 0, 0, 4.047745e-01, 5.902004e-01, 5.025094e-03, 0, 0, 0, 0, 0, 0, 0, 
1.017544e+00, 0, 0, 0, 0, 0, 0, 0, 0, 3.694983e-01, 6.206525e-01, 9.849184e-03, 0, 0, 0, 0, 0, 0, 0, 
1.022556e+00, 0, 0, 0, 0, 0, 0, 0, 0, 3.358302e-01, 6.478885e-01, 1.628130e-02, 0, 0, 0, 0, 0, 0, 0, 
1.027569e+00, 0, 0, 0, 0, 0, 0, 0, 0, 3.037701e-01, 6.719085e-01, 2.432146e-02, 0, 0, 0, 0, 0, 0, 0, 
1.032581e+00, 0, 0, 0, 0, 0, 0, 0, 0, 2.733180e-01, 6.927124e-01, 3.396964e-02, 0, 0, 0, 0, 0, 0, 0, 
1.037594e+00, 0, 0, 0, 0, 0, 0, 0, 0, 2.444740e-01, 7.103002e-01, 4.522585e-02, 0, 0, 0, 0, 0, 0, 0, 
1.042607e+00, 0, 0, 0, 0, 0, 0, 0, 0, 2.172380e-01, 7.246720e-01, 5.809009e-02, 0, 0, 0, 0, 0, 0, 0, 
1.047619e+00, 0, 0, 0, 0, 0, 0, 0, 0, 1.916100e-01, 7.358277e-01, 7.256236e-02, 0, 0, 0, 0, 0, 0, 0, 
1.052632e+00, 0, 0, 0, 0, 0, 0, 0, 0, 1.675900e-01, 7.437673e-01, 8.864266e-02, 0, 0, 0, 0, 0, 0, 0, 
1.057644e+00, 0, 0, 0, 0, 0, 0, 0, 0, 1.451781e-01, 7.484909e-01, 1.063310e-01, 0, 0, 0, 0, 0, 0, 0, 
1.062657e+00, 0, 0, 0, 0, 0, 0, 0, 0, 1.243742e-01, 7.499984e-01, 1.256274e-01, 0, 0, 0, 0, 0, 0, 0, 
1.067669e+00, 0, 0, 0, 0, 0, 0, 0, 0, 1.051784e-01, 7.482899e-01, 1.465317e-01, 0, 0, 0, 0, 0, 0, 0, 
1.072682e+00, 0, 0, 0, 0, 0, 0, 0, 0, 8.759053e-02, 7.433653e-01, 1.690442e-01, 0, 0, 0, 0, 0, 0, 0, 
1.077694e+00, 0, 0, 0, 0, 0, 0, 0, 0, 7.161073e-02, 7.352247e-01, 1.931646e-01, 0, 0, 0, 0, 0, 0, 0, 
1.082707e+00, 0, 0, 0, 0, 0, 0, 0, 0, 5.723896e-02, 7.238679e-01, 2.188931e-01, 0, 0, 0, 0, 0, 0, 0, 
1.087719e+00, 0, 0, 0, 0, 0, 0, 0, 0, 4.447522e-02, 7.092952e-01, 2.462296e-01, 0, 0, 0, 0, 0, 0, 0, 
1.092732e+00, 0, 0, 0, 0, 0, 0, 0, 0, 3.331951e-02, 6.915063e-01, 2.751742e-01, 0, 0, 0, 0, 0, 0, 0, 
1.097744e+00, 0, 0, 0, 0, 0, 0, 0, 0, 2.377184e-02, 6.705014e-01, 3.057267e-01, 0, 0, 0, 0, 0, 0, 0, 
1.102757e+00, 0, 0, 0, 0, 0, 0, 0, 0, 1.583219e-02, 6.462805e-01, 3.378873e-01, 0, 0, 0, 0, 0, 0, 0, 
1.107769e+00, 0, 0, 0, 0, 0, 0, 0, 0, 9.500568e-03, 6.188435e-01, 3.716560e-01, 0, 0, 0, 0, 0, 0, 0, 
1.112782e+00, 0, 0, 0, 0, 0, 0, 0, 0, 4.776980e-03, 5.881904e-01, 4.070326e-01, 0, 0, 0, 0, 0, 0, 0, 
1.117794e+00, 0, 0, 0, 0, 0, 0, 0, 0, 1.661422e-03, 5.543213e-01, 4.440173e-01, 0, 0, 0, 0, 0, 0, 0, 
1.122807e+00, 0, 0, 0, 0, 0, 0, 0, 0, 1.538935e-04, 5.172361e-01, 4.826100e-01, 0, 0, 0, 0, 0, 0, 0, 
1.127820e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.776980e-01, 5.220476e-01, 2.543954e-04, 0, 0, 0, 0, 0, 0, 
1.132832e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.393063e-01, 5.587308e-01, 1.962927e-03, 0, 0, 0, 0, 0, 0, 
1.137845e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.025226e-01, 5.921979e-01, 5.279489e-03, 0, 0, 0, 0, 0, 0, 
1.142857e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.673469e-01, 6.224490e-01, 1.020408e-02, 0, 0, 0, 0, 0, 0, 
1.147870e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.337793e-01, 6.494840e-01, 1.673670e-02, 0, 0, 0, 0, 0, 0, 
1.152882e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.018197e-01, 6.733029e-01, 2.487736e-02, 0, 0, 0, 0, 0, 0, 
1.157895e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.714681e-01, 6.939058e-01, 3.462604e-02, 0, 0, 0, 0, 0, 0, 
1.162907e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.427246e-01, 7.112926e-01, 4.598275e-02, 0, 0, 0, 0, 0, 0, 
1.167920e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.155891e-01, 7.254634e-01, 5.894749e-02, 0, 0, 0, 0, 0, 0, 
1.172932e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.900616e-01, 7.364181e-01, 7.352027e-02, 0, 0, 0, 0, 0, 0, 
1.177945e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.661422e-01, 7.441568e-01, 8.970107e-02, 0, 0, 0, 0, 0, 0, 
1.182957e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.438308e-01, 7.486793e-01, 1.074899e-01, 0, 0, 0, 0, 0, 0, 
1.187970e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.231274e-01, 7.499859e-01, 1.268868e-01, 0, 0, 0, 0, 0, 0, 
1.192982e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.040320e-01, 7.480763e-01, 1.478917e-01, 0, 0, 0, 0, 0, 0, 
1.197995e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.654468e-02, 7.429507e-01, 1.705046e-01, 0, 0, 0, 0, 0, 0, 
1.203008e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.066539e-02, 7.346091e-01, 1.947255e-01, 0, 0, 0, 0, 0, 0, 
1.208020e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.639412e-02, 7.230514e-01, 2.205545e-01, 0, 0, 0, 0, 0, 0, 
1.213033e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.373088e-02, 7.082776e-01, 2.479915e-01, 0, 0, 0, 0, 0, 0, 
1.218045e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.267567e-02, 6.902877e-01, 2.770366e-01, 0, 0, 0, 0, 0, 0, 
1.223058e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.322850e-02, 6.690819e-01, 3.076897e-01, 0, 0, 0, 0, 0, 0, 
1.228070e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.538935e-02, 6.446599e-01, 3.399508e-01, 0, 0, 0, 0, 0, 0, 
1.233083e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.158234e-03, 6.170219e-01, 3.738199e-01, 0, 0, 0, 0, 0, 0, 
1.238095e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.535147e-03, 5.861678e-01, 4.092971e-01, 0, 0, 0, 0, 0, 0, 
1.243108e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.520091e-03, 5.520977e-01, 4.463822e-01, 0, 0, 0, 0, 0, 0, 
1.248120e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.130646e-04, 5.148115e-01, 4.850755e-01, 0, 0, 0, 0, 0, 0, 
1.253133e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.752514e-01, 5.244345e-01, 3.140684e-04, 0, 0, 0, 0, 0, 
1.258145e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.369602e-01, 5.609167e-01, 2.123102e-03, 0, 0, 0, 0, 0, 
1.263158e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.002770e-01, 5.941828e-01, 5.540166e-03, 0, 0, 0, 0, 0, 
1.268170e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.652019e-01, 6.242329e-01, 1.056526e-02, 0, 0, 0, 0, 0, 
1.273183e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.317347e-01, 6.510669e-01, 1.719838e-02, 0, 0, 0, 0, 0, 
1.278195e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.998756e-01, 6.746848e-01, 2.543954e-02, 0, 0, 0, 0, 0, 
1.283208e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.696246e-01, 6.950867e-01, 3.528872e-02, 0, 0, 0, 0, 0, 
1.288221e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.409815e-01, 7.122725e-01, 4.674594e-02, 0, 0, 0, 0, 0, 
1.293233e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.139465e-01, 7.262423e-01, 5.981118e-02, 0, 0, 0, 0, 0, 
1.298246e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.885195e-01, 7.369960e-01, 7.448446e-02, 0, 0, 0, 0, 0, 
1.303258e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.647006e-01, 7.445336e-01, 9.076576e-02, 0, 0, 0, 0, 0, 
1.308271e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.424897e-01, 7.488552e-01, 1.086551e-01, 0, 0, 0, 0, 0, 
1.313283e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.218868e-01, 7.499607e-01, 1.281525e-01, 0, 0, 0, 0, 0, 
1.318296e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.028919e-01, 7.478502e-01, 1.492579e-01, 0, 0, 0, 0, 0, 
1.323308e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.550512e-02, 7.425236e-01, 1.719713e-01, 0, 0, 0, 0, 0, 
1.328321e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.972632e-02, 7.339809e-01, 1.962927e-01, 0, 0, 0, 0, 0, 
1.333333e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.555556e-02, 7.222222e-01, 2.222222e-01, 0, 0, 0, 0, 0, 
1.338346e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.299282e-02, 7.072474e-01, 2.497597e-01, 0, 0, 0, 0, 0, 
1.343358e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.203812e-02, 6.890566e-01, 2.789053e-01, 0, 0, 0, 0, 0, 
1.348371e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.269144e-02, 6.676497e-01, 3.096589e-01, 0, 0, 0, 0, 0, 
1.353383e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.495280e-02, 6.430267e-01, 3.420205e-01, 0, 0, 0, 0, 0, 
1.358396e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.822181e-03, 6.151877e-01, 3.759901e-01, 0, 0, 0, 0, 0, 
1.363409e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.299596e-03, 5.841326e-01, 4.115678e-01, 0, 0, 0, 0, 0, 
1.368421e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.385042e-03, 5.498615e-01, 4.487535e-01, 0, 0, 0, 0, 0, 
1.373434e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.851709e-05, 5.123743e-01, 4.875472e-01, 0, 0, 0, 0, 0, 
1.378446e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.728111e-01, 5.268089e-01, 3.800227e-04, 0, 0, 0, 0, 
1.383459e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.346204e-01, 5.630901e-01, 2.289558e-03, 0, 0, 0, 0, 
1.388471e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.980377e-01, 5.961552e-01, 5.807124e-03, 0, 0, 0, 0, 
1.393484e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.630630e-01, 6.260042e-01, 1.093272e-02, 0, 0, 0, 0, 
1.398496e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.296964e-01, 6.526372e-01, 1.766635e-02, 0, 0, 0, 0, 
1.403509e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.979378e-01, 6.760542e-01, 2.600800e-02, 0, 0, 0, 0, 
1.408521e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.677873e-01, 6.962550e-01, 3.595769e-02, 0, 0, 0, 0, 
1.413534e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.392447e-01, 7.132399e-01, 4.751541e-02, 0, 0, 0, 0, 
1.418546e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.123102e-01, 7.270086e-01, 6.068115e-02, 0, 0, 0, 0, 
1.423559e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.869838e-01, 7.375613e-01, 7.545493e-02, 0, 0, 0, 0, 
1.428571e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.632653e-01, 7.448980e-01, 9.183673e-02, 0, 0, 0, 0, 
1.433584e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.411549e-01, 7.490185e-01, 1.098266e-01, 0, 0, 0, 0, 
1.438596e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.206525e-01, 7.499231e-01, 1.294244e-01, 0, 0, 0, 0, 
1.443609e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.017582e-01, 7.476115e-01, 1.506303e-01, 0, 0, 0, 0, 
1.448622e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.447183e-02, 7.420839e-01, 1.734443e-01, 0, 0, 0, 0, 
1.453634e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.879354e-02, 7.333402e-01, 1.978662e-01, 0, 0, 0, 0, 
1.458647e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.472327e-02, 7.213805e-01, 2.238962e-01, 0, 0, 0, 0, 
1.463659e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.226104e-02, 7.062047e-01, 2.515342e-01, 0, 0, 0, 0, 
1.468672e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.140684e-02, 6.878129e-01, 2.807803e-01, 0, 0, 0, 0, 
1.473684e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.216066e-02, 6.662050e-01, 3.116343e-01, 0, 0, 0, 0, 
1.478697e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.452252e-02, 6.413810e-01, 3.440965e-01, 0, 0, 0, 0, 
1.483709e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.492409e-03, 6.133410e-01, 3.781666e-01, 0, 0, 0, 0, 
1.488722e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.070326e-03, 5.820849e-01, 4.138448e-01, 0, 0, 0, 0, 
1.493734e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.256274e-03, 5.476128e-01, 4.511310e-01, 0, 0, 0, 0, 
1.498747e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.025094e-05, 5.099246e-01, 4.900252e-01, 0, 0, 0, 0, 
1.503759e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.703771e-01, 5.291707e-01, 4.522585e-04, 0, 0, 0, 
1.508772e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.322869e-01, 5.652508e-01, 2.462296e-03, 0, 0, 0, 
1.513784e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.958047e-01, 5.981150e-01, 6.080364e-03, 0, 0, 0, 
1.518797e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.609305e-01, 6.277630e-01, 1.130646e-02, 0, 0, 0, 
1.523810e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.276644e-01, 6.541950e-01, 1.814059e-02, 0, 0, 0, 
1.528822e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.960063e-01, 6.774109e-01, 2.658275e-02, 0, 0, 0, 
1.533835e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.659562e-01, 6.974108e-01, 3.663294e-02, 0, 0, 0, 
1.538847e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.375142e-01, 7.141946e-01, 4.829115e-02, 0, 0, 0, 
1.543860e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.106802e-01, 7.277624e-01, 6.155740e-02, 0, 0, 0, 
1.548872e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.854542e-01, 7.381141e-01, 7.643168e-02, 0, 0, 0, 
1.553885e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.618363e-01, 7.452497e-01, 9.291399e-02, 0, 0, 0, 
1.558897e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.398264e-01, 7.491693e-01, 1.110043e-01, 0, 0, 0, 
1.563910e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.194245e-01, 7.498728e-01, 1.307027e-01, 0, 0, 0, 
1.568922e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.006306e-01, 7.473603e-01, 1.520091e-01, 0, 0, 0, 
1.573935e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.344483e-02, 7.416316e-01, 1.749235e-01, 0, 0, 0, 
1.578947e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.786704e-02, 7.326870e-01, 1.994460e-01, 0, 0, 0, 
1.583960e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.389727e-02, 7.205263e-01, 2.255765e-01, 0, 0, 0, 
1.588972e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.153554e-02, 7.051495e-01, 2.533150e-01, 0, 0, 0, 
1.593985e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.078184e-02, 6.865566e-01, 2.826615e-01, 0, 0, 0, 
1.598997e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.163617e-02, 6.647477e-01, 3.136161e-01, 0, 0, 0, 
1.604010e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.409853e-02, 6.397227e-01, 3.461787e-01, 0, 0, 0, 
1.609023e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.168919e-03, 6.114817e-01, 3.803494e-01, 0, 0, 0, 
1.614035e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.847338e-03, 5.800246e-01, 4.161280e-01, 0, 0, 0, 
1.619048e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.133787e-03, 5.453515e-01, 4.535147e-01, 0, 0, 0, 
1.624060e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.826615e-05, 5.074623e-01, 4.925095e-01, 0, 0, 0, 
1.629073e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.679493e-01, 5.315199e-01, 5.307756e-04, 0, 0, 
1.634085e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.299596e-01, 5.673991e-01, 2.641315e-03, 0, 0, 
1.639098e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.935779e-01, 6.000622e-01, 6.359885e-03, 0, 0, 
1.644110e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.588043e-01, 6.295092e-01, 1.168648e-02, 0, 0, 
1.649123e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.256387e-01, 6.557402e-01, 1.862111e-02, 0, 0, 
