2.000000e+01, 2.000000e+01, 2.000000e+01, 2.000000e+01, 2.000000e+01, 2.000000e+01, 2.000000e+01, 2.000000e+01, 2.000000e+01, 2.000000e+01, 
2.071702e+01, 2.072050e+01, 2.072402e+01, 2.072759e+01, 2.073122e+01, 2.073491e+01, 2.073868e+01, 2.074253e+01, 2.074646e+01, 2.075045e+01, 
2.143404e+01, 2.144101e+01, 2.144805e+01, 2.145518e+01, 2.146243e+01, 2.146982e+01, 2.147736e+01, 2.148506e+01, 2.149292e+01, 2.150091e+01, 
2.215106e+01, 2.216151e+01, 2.217207e+01, 2.218277e+01, 2.219365e+01, 2.220473e+01, 2.221604e+01, 2.222759e+01, 2.223938e+01, 2.225136e+01, 
2.286808e+01, 2.288201e+01, 2.289610e+01, 2.291036e+01, 2.292486e+01, 2.293964e+01, 2.295472e+01, 2.297013e+01, 2.298584e+01, 2.300182e+01, 
2.358510e+01, 2.360252e+01, 2.362012e+01, 2.363795e+01, 2.365608e+01, 2.367454e+01, 2.369340e+01, 2.371266e+01, 2.373230e+01, 2.375227e+01, 
2.430212e+01, 2.432302e+01, 2.434414e+01, 2.436554e+01, 2.438729e+01, 2.440945e+01, 2.443208e+01, 2.445519e+01, 2.447876e+01, 2.450273e+01, 
2.501914e+01, 2.504352e+01, 2.506817e+01, 2.509314e+01, 2.511851e+01, 2.514436e+01, 2.517076e+01, 2.519772e+01, 2.522522e+01, 2.525318e+01, 
2.573616e+01, 2.576403e+01, 2.579219e+01, 2.582073e+01, 2.584972e+01, 2.587927e+01, 2.590944e+01, 2.594025e+01, 2.597168e+01, 2.600364e+01, 
2.645318e+01, 2.648453e+01, 2.651621e+01, 2.654832e+01, 2.658094e+01, 2.661418e+01, 2.664812e+01, 2.668278e+01, 2.671814e+01, 2.675409e+01, 
2.717020e+01, 2.720503e+01, 2.724024e+01, 2.727591e+01, 2.731215e+01, 2.734909e+01, 2.738680e+01, 2.742531e+01, 2.746460e+01, 2.750454e+01, 
2.788722e+01, 2.792553e+01, 2.796426e+01, 2.800350e+01, 2.804337e+01, 2.808400e+01, 2.812548e+01, 2.816784e+01, 2.821106e+01, 2.825500e+01, 
2.860424e+01, 2.864604e+01, 2.868829e+01, 2.873109e+01, 2.877459e+01, 2.881891e+01, 2.886416e+01, 2.891038e+01, 2.895752e+01, 2.900545e+01, 
2.932126e+01, 2.936654e+01, 2.941231e+01, 2.945868e+01, 2.950580e+01, 2.955382e+01, 2.960284e+01, 2.965291e+01, 2.970398e+01, 2.975591e+01, 
3.003828e+01, 3.008704e+01, 3.013633e+01, 3.018627e+01, 3.023702e+01, 3.028873e+01, 3.034152e+01, 3.039544e+01, 3.045044e+01, 3.050636e+01, 
3.075530e+01, 3.080755e+01, 3.086036e+01, 3.091386e+01, 3.096823e+01, 3.102363e+01, 3.108020e+01, 3.113797e+01, 3.119690e+01, 3.125682e+01, 
3.147232e+01, 3.152805e+01, 3.158438e+01, 3.164145e+01, 3.169945e+01, 3.175854e+01, 3.181888e+01, 3.188050e+01, 3.194336e+01, 3.200727e+01, 
3.218934e+01, 3.224855e+01, 3.230840e+01, 3.236904e+01, 3.243066e+01, 3.249345e+01, 3.255756e+01, 3.262303e+01, 3.268982e+01, 3.275773e+01, 
3.290636e+01, 3.296906e+01, 3.303243e+01, 3.309663e+01, 3.316188e+01, 3.322836e+01, 3.329624e+01, 3.336556e+01, 3.343628e+01, 3.350818e+01, 
3.362338e+01, 3.368956e+01, 3.375645e+01, 3.382423e+01, 3.389309e+01, 3.396327e+01, 3.403492e+01, 3.410810e+01, 3.418274e+01, 3.425864e+01, 
3.434041e+01, 3.441006e+01, 3.448048e+01, 3.455182e+01, 3.462431e+01, 3.469818e+01, 3.477360e+01, 3.485063e+01, 3.492920e+01, 3.500909e+01, 
3.505743e+01, 3.513057e+01, 3.520450e+01, 3.527941e+01, 3.535552e+01, 3.543309e+01, 3.551228e+01, 3.559316e+01, 3.567566e+01, 3.575954e+01, 
3.577445e+01, 3.585107e+01, 3.592852e+01, 3.600700e+01, 3.608674e+01, 3.616800e+01, 3.625096e+01, 3.633569e+01, 3.642212e+01, 3.651000e+01, 
3.649147e+01, 3.657157e+01, 3.665255e+01, 3.673459e+01, 3.681796e+01, 3.690291e+01, 3.698964e+01, 3.707822e+01, 3.716858e+01, 3.726045e+01, 
3.720849e+01, 3.729208e+01, 3.737657e+01, 3.746218e+01, 3.754917e+01, 3.763782e+01, 3.772832e+01, 3.782075e+01, 3.791504e+01, 3.801091e+01, 
3.792551e+01, 3.801258e+01, 3.810060e+01, 3.818977e+01, 3.828039e+01, 3.837272e+01, 3.846700e+01, 3.856328e+01, 3.866150e+01, 3.876136e+01, 
3.864253e+01, 3.873308e+01, 3.882462e+01, 3.891736e+01, 3.901160e+01, 3.910763e+01, 3.920568e+01, 3.930581e+01, 3.940796e+01, 3.951182e+01, 
3.935955e+01, 3.945358e+01, 3.954864e+01, 3.964495e+01, 3.974282e+01, 3.984254e+01, 3.994436e+01, 4.004835e+01, 4.015442e+01, 4.026227e+01, 
