0, 2.000000e+01, 2.000000e+01, 2.000000e+01, 2.000000e+01, 
1.666944e-07, 2.004236e+01, 2.009472e+01, 2.016371e+01, 2.013622e+01, 
3.333889e-07, 2.008472e+01, 2.018944e+01, 2.032745e+01, 2.027246e+01, 
5.000833e-07, 2.012709e+01, 2.028416e+01, 2.049120e+01, 2.040870e+01, 
6.667778e-07, 2.016945e+01, 2.037890e+01, 2.065496e+01, 2.054496e+01, 
8.334722e-07, 2.021182e+01, 2.047363e+01, 2.081875e+01, 2.068123e+01, 
1.000167e-06, 2.025418e+01, 2.056837e+01, 2.098255e+01, 2.081752e+01, 
1.166861e-06, 2.029655e+01, 2.066312e+01, 2.114637e+01, 2.095382e+01, 
1.333556e-06, 2.033892e+01, 2.075788e+01, 2.131021e+01, 2.109013e+01, 
1.500250e-06, 2.038129e+01, 2.085263e+01, 2.147407e+01, 2.122645e+01, 
1.666944e-06, 2.042366e+01, 2.094740e+01, 2.163794e+01, 2.136279e+01, 
1.833639e-06, 2.046603e+01, 2.104217e+01, 2.180183e+01, 2.149913e+01, 
2.000333e-06, 2.050840e+01, 2.113694e+01, 2.196574e+01, 2.163549e+01, 
2.167028e-06, 2.055077e+01, 2.123172e+01, 2.212967e+01, 2.177187e+01, 
2.333722e-06, 2.059314e+01, 2.132650e+01, 2.229361e+01, 2.190825e+01, 
2.500417e-06, 2.063551e+01, 2.142129e+01, 2.245757e+01, 2.204465e+01, 
2.667111e-06, 2.067789e+01, 2.151609e+01, 2.262155e+01, 2.218106e+01, 
2.833806e-06, 2.072026e+01, 2.161089e+01, 2.278555e+01, 2.231749e+01, 
3.000500e-06, 2.076264e+01, 2.170570e+01, 2.294957e+01, 2.245393e+01, 
3.167195e-06, 2.080501e+01, 2.180051e+01, 2.311360e+01, 2.259038e+01, 
3.333889e-06, 2.084739e+01, 2.189532e+01, 2.327765e+01, 2.272684e+01, 
3.500583e-06, 2.088977e+01, 2.199015e+01, 2.344172e+01, 2.286331e+01, 
3.667278e-06, 2.093215e+01, 2.208497e+01, 2.360580e+01, 2.299980e+01, 
3.833972e-06, 2.097453e+01, 2.217981e+01, 2.376991e+01, 2.313630e+01, 
4.000667e-06, 2.101691e+01, 2.227464e+01, 2.393403e+01, 2.327281e+01, 
4.167361e-06, 2.105929e+01, 2.236949e+01, 2.409817e+01, 2.340934e+01, 
4.334056e-06, 2.110167e+01, 2.246434e+01, 2.426232e+01, 2.354588e+01, 
4.500750e-06, 2.114405e+01, 2.255919e+01, 2.442650e+01, 2.368243e+01, 
4.667445e-06, 2.118644e+01, 2.265405e+01, 2.459069e+01, 2.381899e+01, 
4.834139e-06, 2.122882e+01, 2.274891e+01, 2.475490e+01, 2.395557e+01, 
5.000833e-06, 2.127121e+01, 2.284378e+01, 2.491913e+01, 2.409216e+01, 
5.167528e-06, 2.131359e+01, 2.293866e+01, 2.508337e+01, 2.422876e+01, 
5.334222e-06, 2.135598e+01, 2.303354e+01, 2.524764e+01, 2.436537e+01, 
5.500917e-06, 2.139837e+01, 2.312842e+01, 2.541192e+01, 2.450200e+01, 
5.667611e-06, 2.144075e+01, 2.322331e+01, 2.557622e+01, 2.463864e+01, 
5.834306e-06, 2.148314e+01, 2.331821e+01, 2.574053e+01, 2.477529e+01, 
6.001000e-06, 2.152553e+01, 2.341311e+01, 2.590487e+01, 2.491196e+01, 
6.167695e-06, 2.156792e+01, 2.350802e+01, 2.606922e+01, 2.504864e+01, 
6.334389e-06, 2.161032e+01, 2.360293e+01, 2.623359e+01, 2.518533e+01, 
6.501084e-06, 2.165271e+01, 2.369785e+01, 2.639798e+01, 2.532203e+01, 
6.667778e-06, 2.169510e+01, 2.379277e+01, 2.656238e+01, 2.545875e+01, 
6.834472e-06, 2.173750e+01, 2.388770e+01, 2.672680e+01, 2.559548e+01, 
7.001167e-06, 2.177989e+01, 2.398263e+01, 2.689124e+01, 2.573222e+01, 
7.167861e-06, 2.182229e+01, 2.407757e+01, 2.705570e+01, 2.586897e+01, 
7.334556e-06, 2.186468e+01, 2.417251e+01, 2.722018e+01, 2.600574e+01, 
7.501250e-06, 2.190708e+01, 2.426746e+01, 2.738467e+01, 2.614252e+01, 
7.667945e-06, 2.194948e+01, 2.436242e+01, 2.754918e+01, 2.627931e+01, 
7.834639e-06, 2.199188e+01, 2.445738e+01, 2.771371e+01, 2.641611e+01, 
8.001334e-06, 2.203428e+01, 2.455234e+01, 2.787826e+01, 2.655293e+01, 
8.168028e-06, 2.207668e+01, 2.464731e+01, 2.804282e+01, 2.668976e+01, 
8.334722e-06, 2.211908e+01, 2.474229e+01, 2.820740e+01, 2.682660e+01, 
8.501417e-06, 2.216148e+01, 2.483727e+01, 2.837200e+01, 2.696346e+01, 
8.668111e-06, 2.220388e+01, 2.493226e+01, 2.853662e+01, 2.710033e+01, 
8.834806e-06, 2.224629e+01, 2.502725e+01, 2.870125e+01, 2.723721e+01, 
9.001500e-06, 2.228869e+01, 2.512225e+01, 2.886591e+01, 2.737410e+01, 
9.168195e-06, 2.233109e+01, 2.521725e+01, 2.903058e+01, 2.751101e+01, 
9.334889e-06, 2.237350e+01, 2.531226e+01, 2.919527e+01, 2.764793e+01, 
9.501584e-06, 2.241591e+01, 2.540727e+01, 2.935997e+01, 2.778486e+01, 
9.668278e-06, 2.245831e+01, 2.550229e+01, 2.952469e+01, 2.792180e+01, 
9.834972e-06, 2.250072e+01, 2.559731e+01, 2.968944e+01, 2.805876e+01, 
1.000167e-05, 2.254313e+01, 2.569234e+01, 2.985419e+01, 2.819573e+01, 
1.016836e-05, 2.258554e+01, 2.578737e+01, 3.001897e+01, 2.833271e+01, 
1.033506e-05, 2.262795e+01, 2.588241e+01, 3.018377e+01, 2.846971e+01, 
1.050175e-05, 2.267036e+01, 2.597746e+01, 3.034858e+01, 2.860671e+01, 
1.066844e-05, 2.271278e+01, 2.607251e+01, 3.051341e+01, 2.874373e+01, 
1.083514e-05, 2.275519e+01, 2.616756e+01, 3.067826e+01, 2.888077e+01, 
1.100183e-05, 2.279760e+01, 2.626262e+01, 3.084312e+01, 2.901781e+01, 
1.116853e-05, 2.284002e+01, 2.635769e+01, 3.100800e+01, 2.915487e+01, 
1.133522e-05, 2.288243e+01, 2.645276e+01, 3.117290e+01, 2.929194e+01, 
