1, 0, 0, 0, 0, 0, 8.474810e-02, 8.162485e-02, -2.411321e-03, -1.337307e-05, -1.268348e-02, -1.647192e-02, -1.513377e-03, -1.356927e-05, -1.273644e-02, -1.518617e-02, -1.072008e-03, -1.077589e-05, -6.962878e-03, -8.495024e-03, -8.133954e-04, -6.689630e-06, 
2, 0, 0, 0, 0, 0, 2.683876e-01, 2.582421e-01, -6.243306e-03, -3.488238e-05, -4.270648e-02, -5.640674e-02, -4.160273e-03, -3.858826e-05, -4.411722e-02, -5.365719e-02, -3.143770e-03, -3.744807e-05, -2.403968e-02, -3.048647e-02, -2.551876e-03, -3.417153e-05, 
3, 0, 0, 0, 0, 0, 4.578660e-01, 4.417369e-01, -9.709456e-03, -5.475560e-05, -6.653585e-02, -8.932091e-02, -6.542445e-03, -6.176723e-05, -7.233290e-02, -8.837499e-02, -5.008244e-03, -6.218697e-05, -3.959836e-02, -5.050043e-02, -4.118807e-03, -5.967481e-05, 
4, 0, 0, 0, 0, 0, 6.530602e-01, 6.319480e-01, -1.282052e-02, -7.305493e-05, -8.438921e-02, -1.154590e-01, -8.668292e-03, -8.317374e-05, -9.748800e-02, -1.194621e-01, -6.672102e-03, -8.506254e-05, -5.368960e-02, -6.860087e-02, -5.519703e-03, -8.327053e-05, 
5, 0, 0, 0, 0, 0, 8.538120e-01, 8.286786e-01, -1.558729e-02, -8.984133e-05, -9.648869e-02, -1.350699e-01, -1.054623e-02, -1.028741e-04, -1.196876e-01, -1.470415e-01, -8.142020e-03, -1.061435e-04, -6.636415e-02, -8.485174e-02, -6.760082e-03, -1.050285e-04, 
6, 0, 0, 0, 0, 0, 1.059927e+00, 1.031695e+00, -1.802064e-02, -1.051746e-04, -1.030607e-01, -1.484067e-01, -1.218468e-02, -1.209334e-04, -1.390373e-01, -1.712366e-01, -9.424683e-03, -1.254973e-04, -7.767279e-02, -9.931696e-02, -7.845465e-03, -1.250174e-04, 
7, 0, 0, 0, 0, 0, 1.271176e+00, 1.240729e+00, -2.013147e-02, -1.191133e-04, -1.043359e-01, -1.557264e-01, -1.359209e-02, -1.374156e-04, -1.556432e-01, -1.921709e-01, -1.052678e-02, -1.431901e-04, -8.766633e-02, -1.120604e-01, -8.781378e-03, -1.433044e-04, 
8, 0, 0, 0, 0, 0, 1.487293e+00, 1.455474e+00, -2.193076e-02, -1.317150e-04, -1.005487e-01, -1.572898e-01, -1.477691e-02, -1.523833e-04, -1.696119e-01, -2.099686e-01, -1.145500e-02, -1.592870e-04, -9.639558e-02, -1.231457e-01, -9.573348e-03, -1.599559e-04, 
9, 0, 0, 0, 0, 0, 1.707978e+00, 1.675590e+00, -2.342954e-02, -1.430358e-04, -9.193743e-02, -1.533613e-01, -1.574762e-02, -1.658979e-04, -1.810502e-01, -2.247538e-01, -1.221606e-02, -1.738519e-04, -1.039114e-01, -1.326368e-01, -1.022691e-02, -1.750366e-04, 
10, 0, 0, 0, 0, 0, 1.932893e+00, 1.900698e+00, -2.463888e-02, -1.531309e-04, -7.874405e-02, -1.442085e-01, -1.651269e-02, -1.780198e-04, -1.900655e-01, -2.366511e-01, -1.281665e-02, -1.869472e-04, -1.102645e-01, -1.405971e-01, -1.074759e-02, -1.886104e-04, 
11, 0, 0, 0, 0, 0, 2.161667e+00, 2.130386e+00, -2.556994e-02, -1.620542e-04, -6.121384e-02, -1.301024e-01, -1.708063e-02, -1.888080e-04, -1.967654e-01, -2.457850e-01, -1.326350e-02, -1.986344e-04, -1.155058e-01, -1.470902e-01, -1.114094e-02, -2.007396e-04, 
12, 0, 0, 0, 0, 0, 2.393894e+00, 2.364208e+00, -2.623390e-02, -1.698587e-04, -3.959534e-02, -1.113170e-01, -1.745995e-02, -1.983204e-04, -2.012577e-01, -2.522803e-01, -1.356332e-02, -2.089738e-04, -1.196859e-01, -1.521795e-01, -1.141250e-02, -2.114857e-04, 
13, 0, 0, 0, 0, 0, 2.629132e+00, 2.601680e+00, -2.664203e-02, -1.765961e-04, -1.414010e-02, -8.812907e-02, -1.765919e-02, -2.066138e-04, -2.036506e-01, -2.562620e-01, -1.372283e-02, -2.180242e-04, -1.228556e-01, -1.559281e-01, -1.156781e-02, -2.209087e-04, 
14, 0, 0, 0, 0, 0, 2.866907e+00, 2.842286e+00, -2.680565e-02, -1.823169e-04, 1.489748e-02, -6.081790e-02, -1.768688e-02, -2.137438e-04, -2.040522e-01, -2.578547e-01, -1.374878e-02, -2.258435e-04, -1.250656e-01, -1.583993e-01, -1.161243e-02, -2.290676e-04, 
15, 0, 0, 0, 0, 0, 3.106712e+00, 3.085477e+00, -2.673613e-02, -1.870706e-04, 4.726034e-02, -2.966529e-02, -1.755160e-02, -2.197646e-04, -2.025710e-01, -2.571836e-01, -1.364791e-02, -2.324883e-04, -1.263663e-01, -1.596560e-01, -1.155190e-02, -2.360200e-04, 
16, 0, 0, 0, 0, 0, 3.348004e+00, 3.330672e+00, -2.644490e-02, -1.909058e-04, 8.268896e-02, 5.044740e-03, -1.726191e-02, -2.247297e-04, -1.993155e-01, -2.543734e-01, -1.342695e-02, -2.380142e-04, -1.268083e-01, -1.597611e-01, -1.139178e-02, -2.418226e-04, 
17, 0, 0, 0, 0, 0, 3.590213e+00, 3.577256e+00, -2.594345e-02, -1.938698e-04, 1.209216e-01, 4.302617e-02, -1.682642e-02, -2.286912e-04, -1.943943e-01, -2.495489e-01, -1.309267e-02, -2.424754e-04, -1.264419e-01, -1.587770e-01, -1.113765e-02, -2.465307e-04, 
18, 0, 0, 0, 0, 0, 3.832734e+00, 3.824584e+00, -2.524335e-02, -1.960087e-04, 1.616943e-01, 8.399114e-02, -1.625372e-02, -2.316999e-04, -1.879160e-01, -2.428348e-01, -1.265182e-02, -2.459251e-04, -1.253175e-01, -1.567664e-01, -1.079505e-02, -2.501985e-04, 
19, 0, 0, 0, 0, 0, 4.074935e+00, 4.071983e+00, -2.435620e-02, -1.973680e-04, 2.047415e-01, 1.276501e-01, -1.555245e-02, -2.338059e-04, -1.799892e-01, -2.343557e-01, -1.211117e-02, -2.484153e-04, -1.234852e-01, -1.537915e-01, -1.036956e-02, -2.528790e-04, 
20, 0, 0, 0, 0, 0, 4.316153e+00, 4.318749e+00, -2.329369e-02, -1.979917e-04, 2.497956e-01, 1.737122e-01, -1.473126e-02, -2.350578e-04, -1.707224e-01, -2.242359e-01, -1.147749e-02, -2.499968e-04, -1.209949e-01, -1.499144e-01, -9.866749e-03, -2.546242e-04, 
21, 0, 0, 0, 0, 0, 4.555699e+00, 4.564151e+00, -2.206754e-02, -1.979229e-04, 2.965878e-01, 2.218852e-01, -1.379880e-02, -2.355032e-04, -1.602240e-01, -2.125995e-01, -1.075757e-02, -2.507192e-04, -1.178967e-01, -1.451969e-01, -9.292197e-03, -2.554847e-04, 
22, 0, 0, 0, 0, 0, 4.792855e+00, 4.807431e+00, -2.068957e-02, -1.972039e-04, 3.448477e-01, 2.718757e-01, -1.276374e-02, -2.351889e-04, -1.486023e-01, -1.995703e-01, -9.958192e-03, -2.506313e-04, -1.142403e-01, -1.397007e-01, -8.651482e-03, -2.555101e-04, 
23, 0, 0, 0, 0, 0, 5.026879e+00, 5.047806e+00, -1.917163e-02, -1.958757e-04, 3.943040e-01, 3.233897e-01, -1.163479e-02, -2.341601e-04, -1.359655e-01, -1.852720e-01, -9.086152e-03, -2.497804e-04, -1.100753e-01, -1.334872e-01, -7.950185e-03, -2.547488e-04, 
24, 0, 0, 0, 0, 0, 5.257004e+00, 5.284470e+00, -1.752566e-02, -1.939784e-04, 4.446843e-01, 3.761321e-01, -1.042066e-02, -2.324612e-04, -1.224214e-01, -1.698278e-01, -8.148253e-03, -2.482129e-04, -1.054510e-01, -1.266176e-01, -7.193896e-03, -2.532482e-04, 
25, 0, 0, 0, 0, 0, 5.482440e+00, 5.516592e+00, -1.576364e-02, -1.915511e-04, 4.957155e-01, 4.298078e-01, -9.130076e-03, -2.301356e-04, -1.080779e-01, -1.533606e-01, -7.151303e-03, -2.459739e-04, -1.004167e-01, -1.191528e-01, -6.388204e-03, -2.510543e-04, 
26, 0, 0, 0, 0, 0, 5.702375e+00, 5.743322e+00, -1.389764e-02, -1.886319e-04, 5.471239e-01, 4.841208e-01, -7.771788e-03, -2.272255e-04, -9.304214e-02, -1.359928e-01, -6.102120e-03, -2.431075e-04, -9.502145e-02, -1.111535e-01, -5.538704e-03, -2.482122e-04, 
27, 0, 0, 0, 0, 0, 5.915977e+00, 5.963788e+00, -1.193977e-02, -1.852580e-04, 5.986354e-01, 5.387753e-01, -6.354564e-03, -2.237719e-04, -7.742140e-02, -1.178466e-01, -5.007529e-03, -2.396568e-04, -8.931412e-02, -1.026801e-01, -4.650995e-03, -2.447657e-04, 
28, 0, 0, 0, 0, 0, 6.122394e+00, 6.177101e+00, -9.902236e-03, -1.814656e-04, 6.499757e-01, 5.934753e-01, -4.887190e-03, -2.198151e-04, -6.132241e-02, -9.904355e-02, -3.874359e-03, -2.356636e-04, -8.334335e-02, -9.379283e-02, -3.730679e-03, -2.407577e-04, 
29, 0, 0, 0, 0, 0, 6.320759e+00, 6.382354e+00, -7.797290e-03, -1.772900e-04, 7.008702e-01, 6.479252e-01, -3.378469e-03, -2.153941e-04, -4.485156e-02, -7.970476e-02, -2.709451e-03, -2.311687e-04, -7.715754e-02, -8.455155e-02, -2.783363e-03, -2.362298e-04, 
30, 0, 0, 0, 0, 0, 6.510186e+00, 6.578625e+00, -5.637259e-03, -1.727654e-04, 7.510446e-01, 7.018295e-01, -1.837225e-03, -2.105470e-04, -2.811483e-02, -5.995086e-02, -1.519652e-03, -2.262119e-04, -7.080491e-02, -7.501584e-02, -1.814656e-03, -2.312226e-04, 
31, 0, 0, 0, 0, 0, 6.689776e+00, 6.764976e+00, -3.434539e-03, -1.679253e-04, 8.002249e-01, 7.548932e-01, -2.722998e-04, -2.053106e-04, -1.121778e-02, -3.990193e-02, -3.118152e-04, -2.208317e-04, -6.433341e-02, -6.524502e-02, -8.301733e-04, -2.257754e-04, 
32, 0, 0, 0, 0, 0, 6.858616e+00, 6.940460e+00, -1.201597e-03, -1.628020e-04, 8.481374e-01, 8.068220e-01, 1.307444e-03, -1.997211e-04, 5.734497e-03, -1.967746e-02, 9.071971e-04, -2.150659e-04, -5.779077e-02, -5.529809e-02, 1.644687e-04, -2.199266e-04, 
33, 0, 0, 0, 0, 0, 7.015782e+00, 7.104114e+00, 1.049032e-03, -1.574273e-04, 8.945090e-01, 8.573225e-01, 2.893126e-03, -1.938133e-04, 2.263741e-02, 6.036147e-04, 2.130515e-03, -2.089507e-04, -5.122446e-02, -4.523377e-02, 1.163648e-03, -2.137135e-04, 
34, 0, 0, 0, 0, 0, 7.160339e+00, 7.254970e+00, 3.304738e-03, -1.518318e-04, 9.390674e-01, 9.061022e-01, 4.475845e-03, -1.876213e-04, 3.938689e-02, 2.082302e-02, 3.351261e-03, -2.025218e-04, -4.468169e-02, -3.511044e-02, 2.161738e-03, -2.071723e-04, 
35, 0, 0, 0, 0, 0, 7.291344e+00, 7.392048e+00, 5.552841e-03, -1.460452e-04, 9.815410e-01, 9.528694e-01, 6.046679e-03, -1.811779e-04, 5.587941e-02, 4.086312e-02, 4.562551e-03, -1.958134e-04, -3.820942e-02, -2.498619e-02, 3.153111e-03, -2.003379e-04, 
36, 0, 0, 0, 0, 0, 7.407846e+00, 7.514364e+00, 7.780588e-03, -1.400966e-04, 1.021659e+00, 9.973341e-01, 7.596687e-03, -1.745153e-04, 7.201202e-02, 6.060693e-02, 5.757490e-03, -1.888590e-04, -3.185430e-02, -1.491876e-02, 4.132133e-03, -1.932445e-04, 
37, 0, 0, 0, 0, 0, 7.508889e+00, 7.620926e+00, 9.975151e-03, -1.340140e-04, 1.059153e+00, 1.039207e+00, 9.116908e-03, -1.676644e-04, 8.768237e-02, 7.993818e-02, 6.929177e-03, -1.816908e-04, -2.566274e-02, -4.965586e-03, 5.093166e-03, -1.859249e-04, 
38, 0, 0, 0, 0, 0, 7.593510e+00, 7.710741e+00, 1.212363e-02, -1.278246e-04, 1.093754e+00, 1.078201e+00, 1.059836e-02, -1.606552e-04, 1.027887e-01, 9.874129e-02, 8.070704e-03, -1.743400e-04, -1.968083e-02, 4.816244e-03, 6.030569e-03, -1.784109e-04, 
39, 0, 0, 0, 0, 0, 7.660747e+00, 7.782810e+00, 1.421304e-02, -1.215549e-04, 1.125196e+00, 1.114031e+00, 1.203204e-02, -1.535168e-04, 1.172301e-01, 1.169014e-01, 9.175154e-03, -1.668371e-04, -1.395438e-02, 1.436998e-02, 6.938698e-03, -1.707335e-04, 
40, 0, 0, 0, 0, 0, 7.709633e+00, 7.836136e+00, 1.623033e-02, -1.152304e-04, 1.153214e+00, 1.146412e+00, 1.340892e-02, -1.462774e-04, 1.309059e-01, 1.343045e-01, 1.023560e-02, -1.592110e-04, -8.528905e-03, 2.363922e-02, 7.811902e-03, -1.629222e-04, 
41, 0, 0, 0, 0, 0, 7.739201e+00, 7.869720e+00, 1.816236e-02, -1.088760e-04, 1.177544e+00, 1.175061e+00, 1.471996e-02, -1.389641e-04, 1.437167e-01, 1.508373e-01, 1.124511e-02, -1.514902e-04, -3.449592e-03, 3.256790e-02, 8.644531e-03, -1.550058e-04, 
