0, 0, 0, 0, 0, 0, 2.000000e+01, 2.000000e+01, 2.000000e+01, 2.000000e+01, 2.000000e+01, 2.000000e+01, 2.000000e+01, 2.000000e+01, 2.000000e+01, 2.000000e+01, 2.000000e+01, 2.000000e+01, 2.000000e+01, 2.000000e+01, 2.000000e+01, 
1.666944e-07, 0, 0, 0, 0, 0, 2.166718e+01, 2.167340e+01, 2.001740e+01, 2.000011e+01, 2.111798e+01, 2.112588e+01, 2.002537e+01, 2.000037e+01, 2.084019e+01, 2.085062e+01, 2.003323e+01, 2.000085e+01, 2.066909e+01, 2.068197e+01, 2.004081e+01, 
3.333889e-07, 0, 0, 0, 0, 0, 2.333708e+01, 2.334951e+01, 2.003478e+01, 2.000023e+01, 2.223707e+01, 2.225287e+01, 2.005074e+01, 2.000074e+01, 2.168094e+01, 2.170181e+01, 2.006646e+01, 2.000169e+01, 2.133853e+01, 2.136429e+01, 2.008162e+01, 
5.000833e-07, 0, 0, 0, 0, 0, 2.500970e+01, 2.502835e+01, 2.005215e+01, 2.000034e+01, 2.335727e+01, 2.338099e+01, 2.007610e+01, 2.000110e+01, 2.252226e+01, 2.255358e+01, 2.009968e+01, 2.000254e+01, 2.200830e+01, 2.204697e+01, 2.012243e+01, 
6.667778e-07, 0, 0, 0, 0, 0, 2.668505e+01, 2.670991e+01, 2.006951e+01, 2.000045e+01, 2.447858e+01, 2.451023e+01, 2.010145e+01, 2.000147e+01, 2.336414e+01, 2.340592e+01, 2.013289e+01, 2.000339e+01, 2.267842e+01, 2.272999e+01, 2.016324e+01, 
8.334722e-07, 0, 0, 0, 0, 0, 2.836311e+01, 2.839419e+01, 2.008686e+01, 2.000056e+01, 2.560100e+01, 2.564059e+01, 2.012680e+01, 2.000184e+01, 2.420659e+01, 2.425883e+01, 2.016611e+01, 2.000423e+01, 2.334888e+01, 2.341337e+01, 2.020404e+01, 
1.000167e-06, 0, 0, 0, 0, 0, 3.004390e+01, 3.008120e+01, 2.010420e+01, 2.000068e+01, 2.672454e+01, 2.677206e+01, 2.015214e+01, 2.000220e+01, 2.504960e+01, 2.511232e+01, 2.019931e+01, 2.000508e+01, 2.401968e+01, 2.409710e+01, 2.024484e+01, 
1.166861e-06, 0, 0, 0, 0, 0, 3.172741e+01, 3.177093e+01, 2.012153e+01, 2.000079e+01, 2.784918e+01, 2.790466e+01, 2.017747e+01, 2.000257e+01, 2.589318e+01, 2.596639e+01, 2.023251e+01, 2.000593e+01, 2.469082e+01, 2.478118e+01, 2.028563e+01, 
1.333556e-06, 0, 0, 0, 0, 0, 3.341364e+01, 3.346338e+01, 2.013884e+01, 2.000090e+01, 2.897493e+01, 2.903838e+01, 2.020279e+01, 2.000294e+01, 2.673732e+01, 2.682102e+01, 2.026571e+01, 2.000677e+01, 2.536230e+01, 2.546560e+01, 2.032642e+01, 
1.500250e-06, 0, 0, 0, 0, 0, 3.510259e+01, 3.515855e+01, 2.015615e+01, 2.000101e+01, 3.010180e+01, 3.017321e+01, 2.022811e+01, 2.000330e+01, 2.758202e+01, 2.767623e+01, 2.029891e+01, 2.000762e+01, 2.603413e+01, 2.615039e+01, 2.036721e+01, 
1.666944e-06, 0, 0, 0, 0, 0, 3.679427e+01, 3.685644e+01, 2.017344e+01, 2.000113e+01, 3.122978e+01, 3.130917e+01, 2.025342e+01, 2.000367e+01, 2.842729e+01, 2.853202e+01, 2.033209e+01, 2.000846e+01, 2.670630e+01, 2.683552e+01, 2.040800e+01, 
1.833639e-06, 0, 0, 0, 0, 0, 3.848867e+01, 3.855706e+01, 2.019072e+01, 2.000124e+01, 3.235886e+01, 3.244624e+01, 2.027873e+01, 2.000404e+01, 2.927312e+01, 2.938837e+01, 2.036528e+01, 2.000931e+01, 2.737881e+01, 2.752100e+01, 2.044878e+01, 
2.000333e-06, 0, 0, 0, 0, 0, 4.018579e+01, 4.026040e+01, 2.020799e+01, 2.000135e+01, 3.348906e+01, 3.358444e+01, 2.030402e+01, 2.000440e+01, 3.011952e+01, 3.024530e+01, 2.039845e+01, 2.001015e+01, 2.805166e+01, 2.820684e+01, 2.048956e+01, 
2.167028e-06, 0, 0, 0, 0, 0, 4.188563e+01, 4.196646e+01, 2.022525e+01, 2.000146e+01, 3.462037e+01, 3.472376e+01, 2.032931e+01, 2.000477e+01, 3.096648e+01, 3.110281e+01, 2.043163e+01, 2.001100e+01, 2.872485e+01, 2.889302e+01, 2.053033e+01, 
2.333722e-06, 0, 0, 0, 0, 0, 4.358819e+01, 4.367524e+01, 2.024249e+01, 2.000157e+01, 3.575279e+01, 3.586419e+01, 2.035460e+01, 2.000513e+01, 3.181401e+01, 3.196089e+01, 2.046480e+01, 2.001184e+01, 2.939839e+01, 2.957956e+01, 2.057110e+01, 
2.500417e-06, 0, 0, 0, 0, 0, 4.529348e+01, 4.538675e+01, 2.025973e+01, 2.000169e+01, 3.688632e+01, 3.700575e+01, 2.037987e+01, 2.000550e+01, 3.266210e+01, 3.281954e+01, 2.049796e+01, 2.001269e+01, 3.007226e+01, 3.026645e+01, 2.061187e+01, 
2.667111e-06, 0, 0, 0, 0, 0, 4.700148e+01, 4.710097e+01, 2.027695e+01, 2.000180e+01, 3.802096e+01, 3.814842e+01, 2.040514e+01, 2.000587e+01, 3.351076e+01, 3.367877e+01, 2.053112e+01, 2.001353e+01, 3.074648e+01, 3.095368e+01, 2.065264e+01, 
2.833806e-06, 0, 0, 0, 0, 0, 4.871221e+01, 4.881792e+01, 2.029417e+01, 2.000191e+01, 3.915671e+01, 3.929222e+01, 2.043040e+01, 2.000623e+01, 3.435998e+01, 3.453857e+01, 2.056428e+01, 2.001437e+01, 3.142104e+01, 3.164127e+01, 2.069340e+01, 
3.000500e-06, 0, 0, 0, 0, 0, 5.042566e+01, 5.053759e+01, 2.031137e+01, 2.000202e+01, 4.029357e+01, 4.043713e+01, 2.045566e+01, 2.000660e+01, 3.520976e+01, 3.539894e+01, 2.059743e+01, 2.001522e+01, 3.209594e+01, 3.232922e+01, 2.073416e+01, 
3.167195e-06, 0, 0, 0, 0, 0, 5.214184e+01, 5.225999e+01, 2.032856e+01, 2.000213e+01, 4.143155e+01, 4.158317e+01, 2.048090e+01, 2.000696e+01, 3.606011e+01, 3.625989e+01, 2.063057e+01, 2.001606e+01, 3.277118e+01, 3.301751e+01, 2.077492e+01, 
3.333889e-06, 0, 0, 0, 0, 0, 5.386073e+01, 5.398510e+01, 2.034574e+01, 2.000224e+01, 4.257063e+01, 4.273033e+01, 2.050614e+01, 2.000733e+01, 3.691102e+01, 3.712141e+01, 2.066371e+01, 2.001690e+01, 3.344677e+01, 3.370615e+01, 2.081567e+01, 
3.500583e-06, 0, 0, 0, 0, 0, 5.558235e+01, 5.571294e+01, 2.036290e+01, 2.000235e+01, 4.371083e+01, 4.387860e+01, 2.053138e+01, 2.000769e+01, 3.776250e+01, 3.798351e+01, 2.069685e+01, 2.001775e+01, 3.412270e+01, 3.439515e+01, 2.085642e+01, 
3.667278e-06, 0, 0, 0, 0, 0, 5.730668e+01, 5.744350e+01, 2.038006e+01, 2.000246e+01, 4.485213e+01, 4.502800e+01, 2.055661e+01, 2.000805e+01, 3.861454e+01, 3.884618e+01, 2.072998e+01, 2.001859e+01, 3.479897e+01, 3.508449e+01, 2.089717e+01, 
3.833972e-06, 0, 0, 0, 0, 0, 5.903374e+01, 5.917679e+01, 2.039720e+01, 2.000258e+01, 4.599455e+01, 4.617851e+01, 2.058182e+01, 2.000842e+01, 3.946715e+01, 3.970942e+01, 2.076310e+01, 2.001943e+01, 3.547558e+01, 3.577419e+01, 2.093791e+01, 
4.000667e-06, 0, 0, 0, 0, 0, 6.076353e+01, 6.091279e+01, 2.041433e+01, 2.000269e+01, 4.713807e+01, 4.733015e+01, 2.060704e+01, 2.000878e+01, 4.032032e+01, 4.057324e+01, 2.079623e+01, 2.002028e+01, 3.615253e+01, 3.646424e+01, 2.097865e+01, 
4.167361e-06, 0, 0, 0, 0, 0, 6.249603e+01, 6.265152e+01, 2.043145e+01, 2.000280e+01, 4.828271e+01, 4.848290e+01, 2.063224e+01, 2.000915e+01, 4.117406e+01, 4.143763e+01, 2.082934e+01, 2.002112e+01, 3.682982e+01, 3.715464e+01, 2.101939e+01, 
4.334056e-06, 0, 0, 0, 0, 0, 6.423126e+01, 6.439297e+01, 2.044856e+01, 2.000291e+01, 4.942846e+01, 4.963677e+01, 2.065744e+01, 2.000951e+01, 4.202836e+01, 4.230259e+01, 2.086245e+01, 2.002196e+01, 3.750746e+01, 3.784539e+01, 2.106013e+01, 
4.500750e-06, 0, 0, 0, 0, 0, 6.596920e+01, 6.613714e+01, 2.046566e+01, 2.000302e+01, 5.057532e+01, 5.079177e+01, 2.068263e+01, 2.000987e+01, 4.288322e+01, 4.316813e+01, 2.089556e+01, 2.002280e+01, 3.818544e+01, 3.853649e+01, 2.110086e+01, 
4.667445e-06, 0, 0, 0, 0, 0, 6.770987e+01, 6.788403e+01, 2.048275e+01, 2.000313e+01, 5.172329e+01, 5.194788e+01, 2.070782e+01, 2.001024e+01, 4.373865e+01, 4.403424e+01, 2.092866e+01, 2.002364e+01, 3.886376e+01, 3.922794e+01, 2.114159e+01, 
4.834139e-06, 0, 0, 0, 0, 0, 6.945327e+01, 6.963365e+01, 2.049983e+01, 2.000324e+01, 5.287237e+01, 5.310512e+01, 2.073300e+01, 2.001060e+01, 4.459464e+01, 4.490093e+01, 2.096176e+01, 2.002449e+01, 3.954242e+01, 3.991975e+01, 2.118231e+01, 
5.000833e-06, 0, 0, 0, 0, 0, 7.119938e+01, 7.138598e+01, 2.051689e+01, 2.000335e+01, 5.402256e+01, 5.426347e+01, 2.075817e+01, 2.001096e+01, 4.545120e+01, 4.576819e+01, 2.099486e+01, 2.002533e+01, 4.022142e+01, 4.061190e+01, 2.122303e+01, 
5.167528e-06, 0, 0, 0, 0, 0, 7.294822e+01, 7.314104e+01, 2.053394e+01, 2.000346e+01, 5.517387e+01, 5.542295e+01, 2.078333e+01, 2.001133e+01, 4.630832e+01, 4.663602e+01, 2.102794e+01, 2.002617e+01, 4.090076e+01, 4.130441e+01, 2.126375e+01, 
5.334222e-06, 0, 0, 0, 0, 0, 7.469977e+01, 7.489883e+01, 2.055098e+01, 2.000357e+01, 5.632628e+01, 5.658354e+01, 2.080849e+01, 2.001169e+01, 4.716601e+01, 4.750443e+01, 2.106103e+01, 2.002701e+01, 4.158045e+01, 4.199727e+01, 2.130447e+01, 
