0, 5.496556e+07, 
1.666944e-07, 5.496583e+07, 
3.333889e-07, 5.496611e+07, 
5.000833e-07, 5.496638e+07, 
6.667778e-07, 5.496665e+07, 
8.334722e-07, 5.496692e+07, 
1.000167e-06, 5.496719e+07, 
1.166861e-06, 5.496746e+07, 
1.333556e-06, 5.496772e+07, 
1.500250e-06, 5.496798e+07, 
1.666944e-06, 5.496824e+07, 
1.833639e-06, 5.496850e+07, 
2.000333e-06, 5.496876e+07, 
2.167028e-06, 5.496901e+07, 
2.333722e-06, 5.496926e+07, 
2.500417e-06, 5.496951e+07, 
2.667111e-06, 5.496976e+07, 
2.833806e-06, 5.497001e+07, 
3.000500e-06, 5.497025e+07, 
3.167195e-06, 5.497049e+07, 
3.333889e-06, 5.497073e+07, 
3.500583e-06, 5.497097e+07, 
3.667278e-06, 5.497121e+07, 
3.833972e-06, 5.497144e+07, 
4.000667e-06, 5.497168e+07, 
4.167361e-06, 5.497191e+07, 
4.334056e-06, 5.497214e+07, 
4.500750e-06, 5.497236e+07, 
4.667445e-06, 5.497259e+07, 
4.834139e-06, 5.497281e+07, 
5.000833e-06, 5.497303e+07, 
5.167528e-06, 5.497325e+07, 
5.334222e-06, 5.497347e+07, 
5.500917e-06, 5.497369e+07, 
5.667611e-06, 5.497390e+07, 
5.834306e-06, 5.497411e+07, 
6.001000e-06, 5.497432e+07, 
6.167695e-06, 5.497453e+07, 
6.334389e-06, 5.497473e+07, 
6.501084e-06, 5.497494e+07, 
6.667778e-06, 5.497514e+07, 
6.834472e-06, 5.497534e+07, 
7.001167e-06, 5.497554e+07, 
7.167861e-06, 5.497574e+07, 
7.334556e-06, 5.497593e+07, 
7.501250e-06, 5.497612e+07, 
7.667945e-06, 5.497631e+07, 
7.834639e-06, 5.497650e+07, 
8.001334e-06, 5.497669e+07, 
8.168028e-06, 5.497687e+07, 
8.334722e-06, 5.497706e+07, 
8.501417e-06, 5.497724e+07, 
8.668111e-06, 5.497742e+07, 
8.834806e-06, 5.497760e+07, 
9.001500e-06, 5.497777e+07, 
9.168195e-06, 5.497794e+07, 
9.334889e-06, 5.497812e+07, 
9.501584e-06, 5.497829e+07, 
9.668278e-06, 5.497845e+07, 
9.834972e-06, 5.497862e+07, 
1.000167e-05, 5.497878e+07, 
1.016836e-05, 5.497895e+07, 
1.033506e-05, 5.497911e+07, 
1.050175e-05, 5.497926e+07, 
1.066844e-05, 5.497942e+07, 
1.083514e-05, 5.497957e+07, 
1.100183e-05, 5.497973e+07, 
1.116853e-05, 5.497988e+07, 
1.133522e-05, 5.498003e+07, 
1.150192e-05, 5.498017e+07, 
1.166861e-05, 5.498032e+07, 
1.183531e-05, 5.498046e+07, 
1.200200e-05, 5.498060e+07, 
1.216869e-05, 5.498074e+07, 
1.233539e-05, 5.498088e+07, 
1.250208e-05, 5.498101e+07, 
1.266878e-05, 5.498115e+07, 
1.283547e-05, 5.498128e+07, 
1.300217e-05, 5.498141e+07, 
1.316886e-05, 5.498154e+07, 
1.333556e-05, 5.498166e+07, 
1.350225e-05, 5.498179e+07, 
1.366894e-05, 5.498191e+07, 
1.383564e-05, 5.498203e+07, 
1.400233e-05, 5.498215e+07, 
1.416903e-05, 5.498226e+07, 
1.433572e-05, 5.498238e+07, 
1.450242e-05, 5.498249e+07, 
1.466911e-05, 5.498260e+07, 
1.483581e-05, 5.498271e+07, 
1.500250e-05, 5.498282e+07, 
1.516919e-05, 5.498292e+07, 
1.533589e-05, 5.498302e+07, 
1.550258e-05, 5.498313e+07, 
1.566928e-05, 5.498323e+07, 
1.583597e-05, 5.498332e+07, 
1.600267e-05, 5.498342e+07, 
1.616936e-05, 5.498351e+07, 
1.633606e-05, 5.498360e+07, 
1.650275e-05, 5.498369e+07, 
1.666944e-05, 5.498378e+07, 
1.683614e-05, 5.498387e+07, 
1.700283e-05, 5.498395e+07, 
1.716953e-05, 5.498403e+07, 
1.733622e-05, 5.498411e+07, 
1.750292e-05, 5.498419e+07, 
1.766961e-05, 5.498427e+07, 
1.783631e-05, 5.498434e+07, 
1.800300e-05, 5.498442e+07, 
1.816969e-05, 5.498449e+07, 
1.833639e-05, 5.498456e+07, 
1.850308e-05, 5.498462e+07, 
1.866978e-05, 5.498469e+07, 
1.883647e-05, 5.498475e+07, 
1.900317e-05, 5.498482e+07, 
1.916986e-05, 5.498488e+07, 
1.933656e-05, 5.498493e+07, 
1.950325e-05, 5.498499e+07, 
1.966994e-05, 5.498504e+07, 
1.983664e-05, 5.498509e+07, 
2.000333e-05, 5.498515e+07, 
2.017003e-05, 5.498519e+07, 
2.033672e-05, 5.498524e+07, 
2.050342e-05, 5.498528e+07, 
2.067011e-05, 5.498533e+07, 
2.083681e-05, 5.498537e+07, 
2.100350e-05, 5.498541e+07, 
2.117020e-05, 5.498544e+07, 
2.133689e-05, 5.498548e+07, 
2.150358e-05, 5.498551e+07, 
2.167028e-05, 5.498554e+07, 
2.183697e-05, 5.498557e+07, 
2.200367e-05, 5.498560e+07, 
2.217036e-05, 5.498563e+07, 
2.233706e-05, 5.498565e+07, 
2.250375e-05, 5.498567e+07, 
2.267045e-05, 5.498569e+07, 
2.283714e-05, 5.498571e+07, 
2.300383e-05, 5.498573e+07, 
2.317053e-05, 5.498574e+07, 
2.333722e-05, 5.498576e+07, 
2.350392e-05, 5.498577e+07, 
2.367061e-05, 5.498578e+07, 
2.383731e-05, 5.498578e+07, 
2.400400e-05, 5.498579e+07, 
2.417070e-05, 5.498579e+07, 
2.433739e-05, 5.498579e+07, 
2.450408e-05, 5.498579e+07, 
2.467078e-05, 5.498579e+07, 
2.483747e-05, 5.498579e+07, 
2.500417e-05, 5.498578e+07, 
2.517086e-05, 5.498577e+07, 
2.533756e-05, 5.498576e+07, 
2.550425e-05, 5.498575e+07, 
2.567095e-05, 5.498574e+07, 
2.583764e-05, 5.498572e+07, 
2.600433e-05, 5.498570e+07, 
2.617103e-05, 5.498569e+07, 
2.633772e-05, 5.498566e+07, 
2.650442e-05, 5.498564e+07, 
2.667111e-05, 5.498562e+07, 
2.683781e-05, 5.498559e+07, 
2.700450e-05, 5.498556e+07, 
2.717120e-05, 5.498553e+07, 
2.733789e-05, 5.498550e+07, 
2.750458e-05, 5.498547e+07, 
2.767128e-05, 5.498543e+07, 
2.783797e-05, 5.498539e+07, 
2.800467e-05, 5.498535e+07, 
2.817136e-05, 5.498531e+07, 
2.833806e-05, 5.498527e+07, 
