0, 2.000000e+01, 
1.666944e-07, 2.017168e+01, 
3.333889e-07, 2.034338e+01, 
5.000833e-07, 2.051509e+01, 
6.667778e-07, 2.068683e+01, 
8.334722e-07, 2.085859e+01, 
1.000167e-06, 2.103037e+01, 
1.166861e-06, 2.120217e+01, 
1.333556e-06, 2.137399e+01, 
1.500250e-06, 2.154582e+01, 
1.666944e-06, 2.171768e+01, 
1.833639e-06, 2.188956e+01, 
2.000333e-06, 2.206146e+01, 
2.167028e-06, 2.223338e+01, 
2.333722e-06, 2.240532e+01, 
2.500417e-06, 2.257728e+01, 
2.667111e-06, 2.274926e+01, 
2.833806e-06, 2.292126e+01, 
3.000500e-06, 2.309329e+01, 
3.167195e-06, 2.326533e+01, 
3.333889e-06, 2.343739e+01, 
3.500583e-06, 2.360947e+01, 
3.667278e-06, 2.378157e+01, 
3.833972e-06, 2.395369e+01, 
4.000667e-06, 2.412584e+01, 
4.167361e-06, 2.429800e+01, 
4.334056e-06, 2.447018e+01, 
4.500750e-06, 2.464238e+01, 
4.667445e-06, 2.481461e+01, 
4.834139e-06, 2.498685e+01, 
5.000833e-06, 2.515911e+01, 
5.167528e-06, 2.533140e+01, 
5.334222e-06, 2.550370e+01, 
5.500917e-06, 2.567602e+01, 
5.667611e-06, 2.584837e+01, 
5.834306e-06, 2.602073e+01, 
6.001000e-06, 2.619312e+01, 
6.167695e-06, 2.636552e+01, 
6.334389e-06, 2.653795e+01, 
6.501084e-06, 2.671039e+01, 
6.667778e-06, 2.688286e+01, 
6.834472e-06, 2.705534e+01, 
7.001167e-06, 2.722785e+01, 
7.167861e-06, 2.740038e+01, 
7.334556e-06, 2.757292e+01, 
7.501250e-06, 2.774549e+01, 
7.667945e-06, 2.791808e+01, 
7.834639e-06, 2.809068e+01, 
8.001334e-06, 2.826331e+01, 
8.168028e-06, 2.843596e+01, 
8.334722e-06, 2.860863e+01, 
8.501417e-06, 2.878131e+01, 
8.668111e-06, 2.895402e+01, 
8.834806e-06, 2.912675e+01, 
9.001500e-06, 2.929950e+01, 
9.168195e-06, 2.947227e+01, 
9.334889e-06, 2.964506e+01, 
9.501584e-06, 2.981786e+01, 
9.668278e-06, 2.999069e+01, 
9.834972e-06, 3.016354e+01, 
1.000167e-05, 3.033641e+01, 
1.016836e-05, 3.050930e+01, 
1.033506e-05, 3.068221e+01, 
1.050175e-05, 3.085514e+01, 
1.066844e-05, 3.102809e+01, 
1.083514e-05, 3.120106e+01, 
1.100183e-05, 3.137406e+01, 
1.116853e-05, 3.154707e+01, 
1.133522e-05, 3.172010e+01, 
1.150192e-05, 3.189315e+01, 
1.166861e-05, 3.206622e+01, 
1.183531e-05, 3.223931e+01, 
1.200200e-05, 3.241243e+01, 
1.216869e-05, 3.258556e+01, 
1.233539e-05, 3.275871e+01, 
